"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 10 12:11:18 GMT 2025","Thu Apr 10 12:11:19 GMT 2025","706","","com.example.demo.DemoApplicationTests","","com.example.demo.DemoApplicationTests","contextLoads","contextLoads()",""
