"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 22:53:21 GMT 2024","Thu Nov 14 22:53:22 GMT 2024","738","","com.example.demo.DemoApplicationTests","","com.example.demo.DemoApplicationTests","contextLoads","contextLoads()",""
