"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 22:55:57 GMT 2024","Thu Nov 14 22:55:58 GMT 2024","634","","com.example.demo.DemoApplicationTests","","com.example.demo.DemoApplicationTests","contextLoads","contextLoads()",""
